repeticao,estado,leads_processados,negocios_fechados,taxa_conversao_pct,tempo_total_min,tempo_total_h,duracao_execucao_s
1,Estado A,2000,76,3.8,209119.6,3485.33,0.2
1,Estado B,2000,76,3.8,135180.1,2253.0,0.2
1,Estado C,2000,87,4.35,81324.9,1355.41,12.7
1,Estado D,2000,87,4.35,156393.9,2606.56,12.3
2,Estado A,2000,71,3.55,208054.9,3467.58,0.2
2,Estado B,2000,71,3.55,135064.9,2251.08,0.2
2,Estado C,2000,105,5.25,84888.5,1414.81,14.2
2,Estado D,2000,105,5.25,161157.3,2685.96,12.5
3,Estado A,2000,72,3.6,197550.3,3292.5,0.1
3,Estado B,2000,72,3.6,130546.9,2175.78,0.2
3,Estado C,2000,87,4.35,79619.8,1327.0,12.7
3,Estado D,2000,87,4.35,152563.1,2542.72,12.3
4,Estado A,2000,93,4.65,216121.0,3602.02,0.2
4,Estado B,2000,93,4.65,139636.5,2327.28,0.2
4,Estado C,2000,92,4.6,85705.7,1428.43,13.5
4,Estado D,2000,92,4.6,164767.8,2746.13,12.4
5,Estado A,2000,65,3.25,211630.2,3527.17,0.2
5,Estado B,2000,65,3.25,136008.6,2266.81,0.2
5,Estado C,2000,78,3.9,78189.9,1303.16,12.9
5,Estado D,2000,78,3.9,149090.9,2484.85,13.0
6,Estado A,2000,64,3.2,201162.6,3352.71,0.2
6,Estado B,2000,64,3.2,133136.4,2218.94,0.2
6,Estado C,2000,76,3.8,78821.5,1313.69,13.2
6,Estado D,2000,76,3.8,145312.8,2421.88,12.6
7,Estado A,2000,89,4.45,217074.2,3617.9,0.2
7,Estado B,2000,89,4.45,140082.2,2334.7,0.2
7,Estado C,2000,93,4.65,83361.5,1389.36,12.9
7,Estado D,2000,93,4.65,157871.0,2631.18,12.4
8,Estado A,2000,67,3.35,211528.9,3525.48,0.2
8,Estado B,2000,67,3.35,136993.6,2283.23,0.2
8,Estado C,2000,74,3.7,79751.6,1329.19,12.8
8,Estado D,2000,74,3.7,149954.4,2499.24,13.0
9,Estado A,2000,77,3.85,209784.4,3496.41,0.2
9,Estado B,2000,77,3.85,136432.8,2273.88,0.2
9,Estado C,2000,106,5.3,82498.0,1374.97,12.9
9,Estado D,2000,106,5.3,156122.8,2602.05,13.3
10,Estado A,2000,78,3.9,207956.2,3465.94,0.2
10,Estado B,2000,78,3.9,136157.2,2269.29,0.2
10,Estado C,2000,73,3.65,78843.7,1314.06,13.5
10,Estado D,2000,73,3.65,148934.4,2482.24,12.5
11,Estado A,2000,68,3.4,201632.3,3360.54,0.2
11,Estado B,2000,68,3.4,132236.3,2203.94,0.2
11,Estado C,2000,100,5.0,82210.5,1370.17,13.3
11,Estado D,2000,100,5.0,155000.8,2583.35,13.4
12,Estado A,2000,73,3.65,209857.1,3497.62,0.2
12,Estado B,2000,73,3.65,134935.3,2248.92,0.2
12,Estado C,2000,90,4.5,80191.3,1336.52,13.6
12,Estado D,2000,90,4.5,154187.6,2569.79,12.6
13,Estado A,2000,89,4.45,215527.5,3592.13,0.2
13,Estado B,2000,89,4.45,139711.9,2328.53,0.2
13,Estado C,2000,87,4.35,79333.3,1322.22,12.9
13,Estado D,2000,87,4.35,150975.7,2516.26,13.1
14,Estado A,2000,72,3.6,215563.6,3592.73,0.2
14,Estado B,2000,72,3.6,137723.7,2295.39,0.2
14,Estado C,2000,87,4.35,82738.4,1378.97,13.3
14,Estado D,2000,87,4.35,160004.3,2666.74,12.6
15,Estado A,2000,80,4.0,219283.8,3654.73,0.2
15,Estado B,2000,80,4.0,139993.5,2333.23,0.2
15,Estado C,2000,88,4.4,81313.1,1355.22,13.0
15,Estado D,2000,88,4.4,153541.8,2559.03,12.6
16,Estado A,2000,78,3.9,209293.0,3488.22,0.2
16,Estado B,2000,78,3.9,136805.0,2280.08,0.2
16,Estado C,2000,100,5.0,83277.7,1387.96,13.0
16,Estado D,2000,100,5.0,156999.5,2616.66,12.3
17,Estado A,2000,80,4.0,226526.5,3775.44,0.2
17,Estado B,2000,80,4.0,143814.5,2396.91,0.2
17,Estado C,2000,90,4.5,82081.3,1368.02,13.0
17,Estado D,2000,90,4.5,159373.3,2656.22,12.5
18,Estado A,2000,65,3.25,202021.3,3367.02,0.2
18,Estado B,2000,65,3.25,135514.0,2258.57,0.2
18,Estado C,2000,93,4.65,82068.4,1367.81,13.2
18,Estado D,2000,93,4.65,154586.1,2576.43,12.9
19,Estado A,2000,69,3.45,204271.9,3404.53,0.2
19,Estado B,2000,69,3.45,133829.7,2230.5,0.2
19,Estado C,2000,85,4.25,82992.7,1383.21,12.9
19,Estado D,2000,85,4.25,154981.7,2583.03,12.5
20,Estado A,2000,96,4.8,213349.4,3555.82,0.2
20,Estado B,2000,96,4.8,139521.4,2325.36,0.2
20,Estado C,2000,99,4.95,81361.3,1356.02,12.9
20,Estado D,2000,99,4.95,155049.1,2584.15,12.6
21,Estado A,2000,67,3.35,207664.8,3461.08,0.2
21,Estado B,2000,67,3.35,134271.2,2237.85,0.2
21,Estado C,2000,92,4.6,79857.7,1330.96,12.8
21,Estado D,2000,92,4.6,153282.0,2554.7,12.4
22,Estado A,2000,74,3.7,215785.8,3596.43,0.2
22,Estado B,2000,74,3.7,138510.2,2308.5,0.2
22,Estado C,2000,85,4.25,79058.2,1317.64,12.7
22,Estado D,2000,85,4.25,152568.6,2542.81,12.7
23,Estado A,2000,64,3.2,216303.4,3605.06,0.2
23,Estado B,2000,64,3.2,140610.5,2343.51,0.2
23,Estado C,2000,78,3.9,83781.4,1396.36,13.0
23,Estado D,2000,78,3.9,157868.3,2631.14,12.3
24,Estado A,2000,87,4.35,217856.5,3630.94,0.2
24,Estado B,2000,87,4.35,140310.7,2338.51,0.2
24,Estado C,2000,84,4.2,80034.9,1333.91,12.7
24,Estado D,2000,84,4.2,154098.1,2568.3,12.3
25,Estado A,2000,86,4.3,221325.7,3688.76,0.2
25,Estado B,2000,86,4.3,140878.3,2347.97,0.2
25,Estado C,2000,81,4.05,82181.7,1369.69,12.7
25,Estado D,2000,81,4.05,160879.7,2681.33,12.4
26,Estado A,2000,76,3.8,211841.2,3530.69,0.2
26,Estado B,2000,76,3.8,139248.6,2320.81,0.2
26,Estado C,2000,103,5.15,82978.2,1382.97,12.7
26,Estado D,2000,103,5.15,155562.3,2592.7,12.4
27,Estado A,2000,74,3.7,206707.2,3445.12,0.2
27,Estado B,2000,74,3.7,138488.9,2308.15,0.2
27,Estado C,2000,84,4.2,80555.8,1342.6,12.6
27,Estado D,2000,84,4.2,149658.9,2494.31,12.9
28,Estado A,2000,74,3.7,214788.2,3579.8,0.2
28,Estado B,2000,74,3.7,137415.2,2290.25,0.2
28,Estado C,2000,90,4.5,82376.2,1372.94,12.6
28,Estado D,2000,90,4.5,156747.3,2612.46,12.2
29,Estado A,2000,76,3.8,208804.1,3480.07,0.2
29,Estado B,2000,76,3.8,135567.2,2259.45,0.2
29,Estado C,2000,91,4.55,83395.6,1389.93,12.6
29,Estado D,2000,91,4.55,159321.6,2655.36,12.4
30,Estado A,2000,85,4.25,207328.7,3455.48,0.2
30,Estado B,2000,85,4.25,134874.9,2247.92,0.2
30,Estado C,2000,94,4.7,81581.8,1359.7,12.8
30,Estado D,2000,94,4.7,156689.0,2611.48,12.3
