repeticao,estado,leads_processados,negocios_fechados,taxa_conversao_pct,tempo_total_min,tempo_total_h,duracao_execucao_s
1,Estado A,2000,50,2.5,160724.0,2678.73,0.2
1,Estado B,2000,50,2.5,110434.6,1840.58,0.2
1,Estado C,2000,62,3.1,56692.1,944.87,12.8
1,Estado D,2000,62,3.1,109264.7,1821.08,12.5
2,Estado A,2000,54,2.7,161726.2,2695.44,0.1
2,Estado B,2000,54,2.7,111586.0,1859.77,0.1
2,Estado C,2000,71,3.55,57207.1,953.45,12.8
2,Estado D,2000,71,3.55,108707.5,1811.79,12.6
3,Estado A,2000,55,2.75,155237.3,2587.29,0.1
3,Estado B,2000,55,2.75,108504.3,1808.41,0.1
3,Estado C,2000,56,2.8,55012.2,916.87,12.8
3,Estado D,2000,56,2.8,104891.5,1748.19,12.6
4,Estado A,2000,69,3.45,168137.0,2802.28,0.1
4,Estado B,2000,69,3.45,113952.4,1899.21,0.1
4,Estado C,2000,63,3.15,57523.5,958.72,12.6
4,Estado D,2000,63,3.15,111599.6,1859.99,12.3
5,Estado A,2000,50,2.5,163881.1,2731.35,0.1
5,Estado B,2000,50,2.5,111737.9,1862.3,0.1
5,Estado C,2000,54,2.7,54707.9,911.8,12.6
5,Estado D,2000,54,2.7,105487.7,1758.13,12.3
6,Estado A,2000,47,2.35,152647.6,2544.13,0.1
6,Estado B,2000,47,2.35,106639.8,1777.33,0.1
6,Estado C,2000,55,2.75,55269.7,921.16,12.5
6,Estado D,2000,55,2.75,101775.8,1696.26,12.4
7,Estado A,2000,62,3.1,169112.6,2818.54,0.1
7,Estado B,2000,62,3.1,115104.7,1918.41,0.1
7,Estado C,2000,80,4.0,58232.6,970.54,12.5
7,Estado D,2000,80,4.0,110056.9,1834.28,12.3
8,Estado A,2000,51,2.55,164201.2,2736.69,0.1
8,Estado B,2000,51,2.55,112527.5,1875.46,0.1
8,Estado C,2000,52,2.6,55258.0,920.97,12.5
8,Estado D,2000,52,2.6,103381.3,1723.02,12.3
9,Estado A,2000,64,3.2,163879.4,2731.32,0.1
9,Estado B,2000,64,3.2,112834.1,1880.57,0.1
9,Estado C,2000,71,3.55,55947.9,932.46,12.6
9,Estado D,2000,71,3.55,105555.9,1759.26,12.3
10,Estado A,2000,62,3.1,169791.8,2829.86,0.1
10,Estado B,2000,62,3.1,115187.2,1919.79,0.1
10,Estado C,2000,59,2.95,56098.5,934.97,12.6
10,Estado D,2000,59,2.95,107018.3,1783.64,12.4
11,Estado A,2000,47,2.35,157452.4,2624.21,0.1
11,Estado B,2000,47,2.35,109462.0,1824.37,0.1
11,Estado C,2000,71,3.55,55769.0,929.48,12.7
11,Estado D,2000,71,3.55,106280.1,1771.33,12.3
12,Estado A,2000,52,2.6,162687.8,2711.46,0.1
12,Estado B,2000,52,2.6,111031.6,1850.53,0.1
12,Estado C,2000,65,3.25,54282.1,904.7,12.5
12,Estado D,2000,65,3.25,103787.7,1729.79,12.3
13,Estado A,2000,70,3.5,163358.0,2722.63,0.1
13,Estado B,2000,70,3.5,112206.6,1870.11,0.1
13,Estado C,2000,60,3.0,54833.6,913.89,12.5
13,Estado D,2000,60,3.0,103785.2,1729.75,12.3
14,Estado A,2000,54,2.7,167033.3,2783.89,0.1
14,Estado B,2000,54,2.7,113051.7,1884.19,0.1
14,Estado C,2000,64,3.2,56722.9,945.38,12.5
14,Estado D,2000,64,3.2,108806.0,1813.43,12.3
15,Estado A,2000,59,2.95,167074.3,2784.57,0.1
15,Estado B,2000,59,2.95,113624.1,1893.74,0.1
15,Estado C,2000,59,2.95,56910.9,948.51,12.5
15,Estado D,2000,59,2.95,108099.3,1801.65,12.3
16,Estado A,2000,54,2.7,161816.9,2696.95,0.1
16,Estado B,2000,54,2.7,112016.4,1866.94,0.1
16,Estado C,2000,64,3.2,55484.7,924.74,12.6
16,Estado D,2000,64,3.2,105382.6,1756.38,12.7
17,Estado A,2000,54,2.7,166554.8,2775.91,0.2
17,Estado B,2000,54,2.7,112189.0,1869.82,0.3
17,Estado C,2000,61,3.05,55723.0,928.72,13.3
17,Estado D,2000,61,3.05,108004.9,1800.08,12.5
18,Estado A,2000,48,2.4,156707.1,2611.79,0.1
18,Estado B,2000,48,2.4,111594.4,1859.91,0.1
18,Estado C,2000,66,3.3,56156.1,935.93,12.9
18,Estado D,2000,66,3.3,106366.0,1772.77,12.6
19,Estado A,2000,47,2.35,152083.2,2534.72,0.1
19,Estado B,2000,47,2.35,107133.3,1785.55,0.2
19,Estado C,2000,59,2.95,56967.7,949.46,12.8
19,Estado D,2000,59,2.95,105775.6,1762.93,12.5
20,Estado A,2000,70,3.5,164500.0,2741.67,0.1
20,Estado B,2000,70,3.5,114205.3,1903.42,0.2
20,Estado C,2000,74,3.7,57213.3,953.55,12.8
20,Estado D,2000,74,3.7,109487.8,1824.8,12.6
21,Estado A,2000,46,2.3,159103.4,2651.72,0.1
21,Estado B,2000,46,2.3,109670.3,1827.84,0.1
21,Estado C,2000,62,3.1,52656.6,877.61,12.8
21,Estado D,2000,62,3.1,100632.6,1677.21,12.5
22,Estado A,2000,55,2.75,168748.1,2812.47,0.1
22,Estado B,2000,55,2.75,113524.2,1892.07,0.2
22,Estado C,2000,63,3.15,55110.1,918.5,12.8
22,Estado D,2000,63,3.15,105733.5,1762.22,12.8
23,Estado A,2000,47,2.35,168776.8,2812.95,0.2
23,Estado B,2000,47,2.35,115092.7,1918.21,0.2
23,Estado C,2000,51,2.55,57716.8,961.95,12.6
23,Estado D,2000,51,2.55,109016.1,1816.93,12.3
24,Estado A,2000,69,3.45,171598.4,2859.97,0.1
24,Estado B,2000,69,3.45,116415.4,1940.26,0.1
24,Estado C,2000,59,2.95,52817.1,880.28,12.5
24,Estado D,2000,59,2.95,102774.1,1712.9,12.3
25,Estado A,2000,61,3.05,165597.3,2759.96,0.1
25,Estado B,2000,61,3.05,112834.6,1880.58,0.2
25,Estado C,2000,56,2.8,56173.5,936.22,12.5
25,Estado D,2000,56,2.8,110170.0,1836.17,12.3
26,Estado A,2000,58,2.9,163209.9,2720.17,0.1
26,Estado B,2000,58,2.9,114089.2,1901.49,0.1
26,Estado C,2000,66,3.3,55234.2,920.57,12.5
26,Estado D,2000,66,3.3,104662.4,1744.37,12.3
27,Estado A,2000,59,2.95,163487.6,2724.79,0.1
27,Estado B,2000,59,2.95,115534.3,1925.57,0.1
27,Estado C,2000,64,3.2,55752.2,929.2,12.5
27,Estado D,2000,64,3.2,102571.6,1709.53,12.6
28,Estado A,2000,61,3.05,166332.0,2772.2,0.2
28,Estado B,2000,61,3.05,113210.2,1886.84,0.2
28,Estado C,2000,61,3.05,55051.4,917.52,12.9
28,Estado D,2000,61,3.05,104345.6,1739.09,12.6
29,Estado A,2000,58,2.9,166951.0,2782.52,0.1
29,Estado B,2000,58,2.9,113316.3,1888.61,0.1
29,Estado C,2000,68,3.4,57857.2,964.29,12.8
29,Estado D,2000,68,3.4,108948.4,1815.81,12.6
30,Estado A,2000,58,2.9,156073.7,2601.23,0.1
30,Estado B,2000,58,2.9,108527.6,1808.79,0.1
30,Estado C,2000,60,3.0,56247.0,937.45,12.9
30,Estado D,2000,60,3.0,108143.4,1802.39,12.6
31,Estado A,2000,59,2.95,167615.9,2793.6,0.1
31,Estado B,2000,59,2.95,114245.2,1904.09,0.1
31,Estado C,2000,58,2.9,54870.0,914.5,12.8
31,Estado D,2000,58,2.9,102998.6,1716.64,12.5
32,Estado A,2000,66,3.3,164611.0,2743.52,0.1
32,Estado B,2000,66,3.3,112948.6,1882.48,0.1
32,Estado C,2000,63,3.15,56105.3,935.09,12.8
32,Estado D,2000,63,3.15,108252.7,1804.21,12.6
33,Estado A,2000,47,2.35,158646.2,2644.1,0.1
33,Estado B,2000,47,2.35,110083.2,1834.72,0.1
33,Estado C,2000,59,2.95,56694.7,944.91,12.5
33,Estado D,2000,59,2.95,108474.6,1807.91,12.3
34,Estado A,2000,51,2.55,158757.6,2645.96,0.1
34,Estado B,2000,51,2.55,107829.7,1797.16,0.1
34,Estado C,2000,57,2.85,54270.8,904.51,12.6
34,Estado D,2000,57,2.85,105693.6,1761.56,12.3
35,Estado A,2000,55,2.75,158391.1,2639.85,0.1
35,Estado B,2000,55,2.75,109399.4,1823.32,0.1
35,Estado C,2000,68,3.4,54844.3,914.07,12.6
35,Estado D,2000,68,3.4,105120.0,1752.0,12.3
36,Estado A,2000,52,2.6,157375.8,2622.93,0.1
36,Estado B,2000,52,2.6,109433.3,1823.89,0.1
36,Estado C,2000,67,3.35,55524.9,925.41,12.6
36,Estado D,2000,67,3.35,107896.3,1798.27,12.3
37,Estado A,2000,55,2.75,165747.9,2762.46,0.1
37,Estado B,2000,55,2.75,113728.9,1895.48,0.2
37,Estado C,2000,67,3.35,57457.5,957.62,12.7
37,Estado D,2000,67,3.35,107844.2,1797.4,12.4
38,Estado A,2000,68,3.4,172202.1,2870.04,0.1
38,Estado B,2000,68,3.4,116545.3,1942.42,0.1
38,Estado C,2000,68,3.4,60694.6,1011.58,12.5
38,Estado D,2000,68,3.4,115140.8,1919.01,12.3
39,Estado A,2000,51,2.55,156955.9,2615.93,0.1
39,Estado B,2000,51,2.55,109142.2,1819.04,0.1
39,Estado C,2000,72,3.6,56906.3,948.44,12.6
39,Estado D,2000,72,3.6,109599.8,1826.66,12.3
40,Estado A,2000,49,2.45,167150.1,2785.83,0.1
40,Estado B,2000,49,2.45,112913.2,1881.89,0.1
40,Estado C,2000,60,3.0,56096.5,934.94,12.6
40,Estado D,2000,60,3.0,108492.1,1808.2,13.4
41,Estado A,2000,63,3.15,161859.9,2697.67,0.2
41,Estado B,2000,63,3.15,112260.0,1871.0,0.2
41,Estado C,2000,68,3.4,57032.2,950.54,12.8
41,Estado D,2000,68,3.4,107847.8,1797.46,12.7
42,Estado A,2000,48,2.4,160365.6,2672.76,0.1
42,Estado B,2000,48,2.4,110481.3,1841.36,0.1
42,Estado C,2000,57,2.85,57486.5,958.11,14.2
